#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-01 00:00:00+00:00 2017-04-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
GLW,2017-04-01 05:30,-85.9537,37.0318,46.60,41.50,82.30,290.00,4.00,0.00,30.02,M,10.00,M,SCT,BKN,OVC,M,1300.00,2000.00,3300.00,M,M,KGLW 010530Z AUTO 29004KT 10SM SCT013 BKN020 OVC033 08/05 A3002 RMK AO2 T00810053
GLW,2017-04-01 05:50,-85.9537,37.0318,46.40,41.70,83.57,310.00,3.00,0.00,30.03,M,10.00,M,BKN,OVC,M,M,1600.00,3300.00,M,M,M,KGLW 010550Z AUTO 31003KT 10SM BKN016 OVC033 08/05 A3003 RMK AO2 T00800054 10098 20080
GLW,2017-04-01 06:10,-85.9537,37.0318,46.40,41.40,82.61,300.00,4.00,0.00,30.03,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 010610Z AUTO 30004KT 10SM OVC016 08/05 A3003 RMK AO2 T00800052
GLW,2017-04-01 06:30,-85.9537,37.0318,46.00,41.40,83.87,0.00,0.00,0.00,30.04,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 010630Z AUTO 00000KT 10SM OVC016 08/05 A3004 RMK AO2 T00780052
GLW,2017-04-01 06:50,-85.9537,37.0318,45.90,41.20,83.54,320.00,5.00,0.00,30.04,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,KGLW 010650Z AUTO 32005KT 10SM OVC014 08/05 A3004 RMK AO2 T00770051
GLW,2017-04-01 07:10,-85.9537,37.0318,45.70,41.50,85.15,320.00,4.00,0.00,30.04,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 010710Z AUTO 32004KT 10SM OVC012 08/05 A3004 RMK AO2 T00760053
GLW,2017-04-01 07:30,-85.9537,37.0318,45.50,41.70,86.47,310.00,6.00,0.00,30.04,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 010730Z AUTO 31006KT 10SM OVC012 08/05 A3004 RMK AO2 T00750054
GLW,2017-04-01 07:50,-85.9537,37.0318,45.10,41.50,87.12,320.00,4.00,0.00,30.05,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 010750Z AUTO 32004KT 10SM OVC012 07/05 A3005 RMK AO2 T00730053
GLW,2017-04-01 08:10,-85.9537,37.0318,45.10,41.00,85.45,320.00,5.00,0.00,30.06,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 010810Z AUTO 32005KT 10SM OVC012 07/05 A3006 RMK AO2 T00730050
GLW,2017-04-01 08:30,-85.9537,37.0318,45.00,41.00,85.77,350.00,4.00,0.00,30.06,M,10.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,M,KGLW 010830Z AUTO 35004KT 10SM BKN012 OVC018 07/05 A3006 RMK AO2 T00720050
GLW,2017-04-01 08:50,-85.9537,37.0318,45.00,40.50,84.13,310.00,4.00,0.00,30.07,M,10.00,M,BKN,OVC,M,M,1500.00,2400.00,M,M,M,KGLW 010850Z AUTO 31004KT 10SM BKN015 OVC024 07/05 A3007 RMK AO2 T00720047
GLW,2017-04-01 09:10,-85.9537,37.0318,45.00,40.60,84.45,320.00,5.00,0.00,30.07,M,10.00,M,OVC,M,M,M,1300.00,M,M,M,M,KGLW 010910Z AUTO 32005KT 10SM OVC013 07/05 A3007 RMK AO2 T00720048
GLW,2017-04-01 09:30,-85.9537,37.0318,44.60,41.00,87.09,330.00,4.00,0.00,30.08,M,10.00,M,BKN,OVC,M,M,1300.00,2300.00,M,M,M,KGLW 010930Z AUTO 33004KT 10SM BKN013 OVC023 07/05 A3008 RMK AO2 T00700050
GLW,2017-04-01 09:50,-85.9537,37.0318,44.60,41.00,87.09,340.00,5.00,0.00,30.08,M,10.00,M,SCT,OVC,M,M,1500.00,2100.00,M,M,M,KGLW 010950Z AUTO 34005KT 10SM SCT015 OVC021 07/05 A3008 RMK AO2 T00700050
GLW,2017-04-01 10:10,-85.9537,37.0318,44.60,41.00,87.09,330.00,3.00,0.00,30.09,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,KGLW 011010Z AUTO 33003KT 10SM OVC018 07/05 A3009 RMK AO2 T00700050
GLW,2017-04-01 10:30,-85.9537,37.0318,44.60,39.60,82.48,320.00,3.00,0.00,30.10,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 011030Z AUTO 32003KT 10SM OVC016 07/04 A3010 RMK AO2 T00700042
GLW,2017-04-01 10:50,-85.9537,37.0318,44.20,39.60,83.75,340.00,5.00,0.00,30.11,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,KGLW 011050Z AUTO 34005KT 10SM OVC014 07/04 A3011 RMK AO2 T00680042
GLW,2017-04-01 11:10,-85.9537,37.0318,44.10,39.00,82.12,300.00,3.00,0.00,30.12,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,KGLW 011110Z AUTO 30003KT 10SM OVC014 07/04 A3012 RMK AO2 T00670039
GLW,2017-04-01 11:30,-85.9537,37.0318,44.10,38.70,81.17,300.00,3.00,0.00,30.13,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 011130Z AUTO 30003KT 10SM OVC016 07/04 A3013 RMK AO2 T00670037
GLW,2017-04-01 11:50,-85.9537,37.0318,43.90,38.30,80.52,320.00,3.00,0.00,30.14,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 011150Z AUTO 32003KT 10SM OVC016 07/04 A3014 RMK AO2 T00660035 10080 20066
GLW,2017-04-01 12:10,-85.9537,37.0318,43.90,38.50,81.15,330.00,3.00,0.00,30.14,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,KGLW 011210Z AUTO 33003KT 10SM OVC018 07/04 A3014 RMK AO2 T00660036
GLW,2017-04-01 12:30,-85.9537,37.0318,44.10,38.80,81.48,330.00,4.00,0.00,30.16,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 011230Z AUTO 33004KT 10SM OVC016 07/04 A3016 RMK AO2 T00670038
GLW,2017-04-01 12:50,-85.9537,37.0318,43.90,39.20,83.40,350.00,4.00,0.00,30.16,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGLW 011250Z AUTO 35004KT 10SM OVC016 07/04 A3016 RMK AO2 T00660040
GLW,2017-04-01 13:10,-85.9537,37.0318,43.90,39.40,84.06,350.00,4.00,0.00,30.18,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,KGLW 011310Z AUTO 35004KT 10SM OVC014 07/04 A3018 RMK AO2 T00660041
GLW,2017-04-01 13:30,-85.9537,37.0318,44.10,39.20,82.77,330.00,6.00,0.00,30.18,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,KGLW 011330Z AUTO 33006KT 10SM OVC014 07/04 A3018 RMK AO2 T00670040
GLW,2017-04-01 13:50,-85.9537,37.0318,43.90,40.10,86.38,340.00,4.00,0.00,30.18,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 011350Z AUTO 34004KT 10SM OVC012 07/05 A3018 RMK AO2 T00660045
GLW,2017-04-01 14:10,-85.9537,37.0318,43.70,40.10,87.04,360.00,6.00,0.00,30.19,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 011410Z AUTO 36006KT 10SM OVC012 07/05 A3019 RMK AO2 T00650045
GLW,2017-04-01 14:30,-85.9537,37.0318,43.70,39.20,84.04,360.00,8.00,0.00,30.19,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 011430Z AUTO 36008KT 10SM OVC012 07/04 A3019 RMK AO2 T00650040
GLW,2017-04-01 14:50,-85.9537,37.0318,43.90,39.20,83.40,10.00,7.00,0.00,30.19,M,10.00,M,OVC,M,M,M,1200.00,M,M,M,M,KGLW 011450Z AUTO 01007KT 10SM OVC012 07/04 A3019 RMK AO2 T00660040
GLW,2017-04-01 15:10,-85.9537,37.0318,44.80,39.00,79.96,360.00,5.00,0.00,30.20,M,10.00,M,OVC,M,M,M,1400.00,M,M,M,M,KGLW 011510Z AUTO 36005KT 10SM OVC014 07/04 A3020 RMK AO2 T00710039
GLW,2017-04-01 15:30,-85.9537,37.0318,46.40,38.70,74.38,360.00,6.00,0.00,30.20,M,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,KGLW 011530Z AUTO 36006KT 10SM OVC018 08/04 A3020 RMK AO2 T00800037
GLW,2017-04-01 15:50,-85.9537,37.0318,46.40,38.10,72.65,60.00,4.00,0.00,30.20,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,KGLW 011550Z AUTO 06004KT 10SM OVC020 08/03 A3020 RMK AO2 T00800034
GLW,2017-04-01 16:10,-85.9537,37.0318,47.30,38.50,71.33,60.00,5.00,0.00,30.20,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,KGLW 011610Z AUTO 06005KT 10SM OVC020 09/04 A3020 RMK AO2 T00850036
GLW,2017-04-01 16:30,-85.9537,37.0318,47.80,38.50,70.01,30.00,3.00,0.00,30.20,M,10.00,M,OVC,M,M,M,2000.00,M,M,M,M,KGLW 011630Z AUTO 03003KT 10SM OVC020 09/04 A3020 RMK AO2 T00880036
GLW,2017-04-01 16:50,-85.9537,37.0318,48.70,39.70,70.93,20.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,KGLW 011650Z AUTO 02005KT 10SM OVC022 09/04 A3019 RMK AO2 T00930043
GLW,2017-04-01 17:10,-85.9537,37.0318,48.60,38.80,68.74,30.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,KGLW 011710Z AUTO 03005KT 10SM OVC022 09/04 A3019 RMK AO2 T00920038
GLW,2017-04-01 17:30,-85.9537,37.0318,49.10,39.20,68.53,360.00,4.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,KGLW 011730Z AUTO 36004KT 10SM OVC022 10/04 A3019 RMK AO2 T00950040
GLW,2017-04-01 17:50,-85.9537,37.0318,49.60,39.40,67.79,340.00,4.00,0.00,30.18,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,KGLW 011750Z AUTO 34004KT 10SM OVC022 10/04 A3018 RMK AO2 T00980041 10099 20065
GLW,2017-04-01 18:10,-85.9537,37.0318,50.00,39.40,66.79,0.00,0.00,0.00,30.18,M,10.00,M,OVC,M,M,M,2200.00,M,M,M,M,KGLW 011810Z AUTO 00000KT 10SM OVC022 10/04 A3018 RMK AO2 T01000041
GLW,2017-04-01 18:30,-85.9537,37.0318,50.70,39.70,65.84,0.00,0.00,0.00,30.18,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,KGLW 011830Z AUTO 00000KT 10SM OVC024 10/04 A3018 RMK AO2 T01040043
GLW,2017-04-01 18:50,-85.9537,37.0318,50.90,39.90,65.86,0.00,0.00,0.00,30.18,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,KGLW 011850Z AUTO 00000KT 10SM OVC024 11/04 A3018 RMK AO2 T01050044
GLW,2017-04-01 19:10,-85.9537,37.0318,51.80,39.70,63.21,0.00,0.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2400.00,M,M,M,M,KGLW 011910Z AUTO 00000KT 10SM OVC024 11/04 A3017 RMK AO2 T01100043
GLW,2017-04-01 19:30,-85.9537,37.0318,51.80,39.90,63.71,0.00,0.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,KGLW 011930Z AUTO 00000KT 10SM OVC026 11/04 A3017 RMK AO2 T01100044
GLW,2017-04-01 19:50,-85.9537,37.0318,52.20,40.60,64.50,30.00,5.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,KGLW 011950Z AUTO 03005KT 10SM OVC026 11/05 A3017 RMK AO2 T01120048
GLW,2017-04-01 20:10,-85.9537,37.0318,52.00,40.10,63.73,100.00,5.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,KGLW 012010Z AUTO 10005KT 10SM OVC026 11/05 A3017 RMK AO2 T01110045
GLW,2017-04-01 20:30,-85.9537,37.0318,52.70,40.60,63.33,30.00,3.00,0.00,30.17,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,KGLW 012030Z AUTO 03003KT 10SM OVC028 12/05 A3017 RMK AO2 T01150048
GLW,2017-04-01 20:50,-85.9537,37.0318,52.70,41.40,65.32,50.00,5.00,0.00,30.18,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,KGLW 012050Z AUTO 05005KT 10SM OVC028 12/05 A3018 RMK AO2 T01150052
GLW,2017-04-01 21:10,-85.9537,37.0318,52.70,41.40,65.32,10.00,4.00,0.00,30.18,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,KGLW 012110Z AUTO 01004KT 10SM OVC028 12/05 A3018 RMK AO2 T01150052
GLW,2017-04-01 21:30,-85.9537,37.0318,52.20,41.20,66.02,60.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,KGLW 012130Z AUTO 06005KT 10SM OVC028 11/05 A3019 RMK AO2 T01120051
GLW,2017-04-01 21:50,-85.9537,37.0318,52.20,41.20,66.02,60.00,3.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,KGLW 012150Z AUTO 06003KT 10SM OVC028 11/05 A3019 RMK AO2 T01120051
GLW,2017-04-01 22:10,-85.9537,37.0318,51.80,41.20,67.00,40.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,KGLW 012210Z AUTO 04005KT 10SM OVC030 11/05 A3019 RMK AO2 T01100051
GLW,2017-04-01 22:30,-85.9537,37.0318,51.30,40.60,66.68,30.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,KGLW 012230Z AUTO 03005KT 10SM OVC030 11/05 A3019 RMK AO2 T01070048
GLW,2017-04-01 22:50,-85.9537,37.0318,51.10,40.80,67.70,30.00,3.00,0.00,30.19,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,KGLW 012250Z AUTO 03003KT 10SM OVC030 11/05 A3019 RMK AO2 T01060049
GLW,2017-04-01 23:10,-85.9537,37.0318,50.90,40.60,67.68,50.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,3000.00,M,M,M,M,KGLW 012310Z AUTO 05005KT 10SM OVC030 11/05 A3019 RMK AO2 T01050048
GLW,2017-04-01 23:30,-85.9537,37.0318,50.20,40.60,69.46,50.00,6.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2800.00,M,M,M,M,KGLW 012330Z AUTO 05006KT 10SM OVC028 10/05 A3019 RMK AO2 T01010048
GLW,2017-04-01 23:50,-85.9537,37.0318,49.80,40.50,70.23,60.00,5.00,0.00,30.19,M,10.00,M,OVC,M,M,M,2600.00,M,M,M,M,KGLW 012350Z AUTO 06005KT 10SM OVC026 10/05 A3019 RMK AO2 T00990047 10117 20097
