#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-01 00:00:00+00:00 2017-04-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
IOW,2017-04-01 04:25,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010425Z AUTO 00000KT 10SM CLR A3013 RMK MADISHF
IOW,2017-04-01 04:30,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010430Z AUTO 00000KT 10SM CLR A3013 RMK MADISHF
IOW,2017-04-01 04:35,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010435Z AUTO 00000KT 10SM CLR A3013 RMK MADISHF
IOW,2017-04-01 04:40,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.13,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010440Z AUTO 00000KT 10SM CLR A3013 RMK MADISHF
IOW,2017-04-01 04:45,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010445Z AUTO 00000KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 04:50,-91.5445,41.6394,M,M,M,260.00,4.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010450Z AUTO 26004KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 04:52,-91.5445,41.6394,34.00,30.90,88.27,260.00,4.00,0.00,30.14,1021.30,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010452Z AUTO 26004KT 10SM CLR 01/M01 A3014 RMK AO2 SLP213 T00111006
IOW,2017-04-01 04:55,-91.5445,41.6394,M,M,M,260.00,4.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010455Z AUTO 26004KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 05:00,-91.5445,41.6394,M,M,M,280.00,3.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010500Z AUTO 28003KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 05:05,-91.5445,41.6394,M,M,M,290.00,3.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010505Z AUTO 29003KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 05:10,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010510Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:15,-91.5445,41.6394,M,M,M,300.00,3.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010515Z AUTO 30003KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:20,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010520Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:25,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010525Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:30,-91.5445,41.6394,M,M,M,40.00,3.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010530Z AUTO 04003KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:35,-91.5445,41.6394,M,M,M,40.00,3.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010535Z AUTO 04003KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 05:40,-91.5445,41.6394,M,M,M,20.00,4.00,M,30.14,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010540Z AUTO 02004KT 10SM CLR A3014 RMK MADISHF
IOW,2017-04-01 05:45,-91.5445,41.6394,M,M,M,10.00,4.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010545Z AUTO 01004KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:50,-91.5445,41.6394,M,M,M,350.00,3.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010550Z AUTO 35003KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 05:52,-91.5445,41.6394,37.00,34.00,88.78,350.00,3.00,0.00,30.15,1021.40,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010552Z AUTO 35003KT 10SM CLR 03/01 A3015 RMK AO2 SLP214 T00280011 10072 20011 400780011 51014
IOW,2017-04-01 05:55,-91.5445,41.6394,M,M,M,340.00,3.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010555Z AUTO 34003KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:00,-91.5445,41.6394,M,M,M,360.00,3.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010600Z AUTO 36003KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:05,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010605Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:10,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010610Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:15,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010615Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:20,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010620Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:25,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.15,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010625Z AUTO 00000KT 10SM CLR A3015 RMK MADISHF
IOW,2017-04-01 06:30,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010630Z AUTO 00000KT 10SM CLR A3016 RMK MADISHF
IOW,2017-04-01 06:35,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010635Z AUTO 00000KT 10SM CLR A3016 RMK MADISHF
IOW,2017-04-01 06:40,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010640Z AUTO 00000KT 10SM CLR A3016 RMK MADISHF
IOW,2017-04-01 06:45,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.16,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010645Z AUTO 00000KT 10SM CLR A3016 RMK MADISHF
IOW,2017-04-01 06:50,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010650Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 06:52,-91.5445,41.6394,34.00,30.90,88.27,0.00,0.00,0.00,30.17,1022.00,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010652Z AUTO 00000KT 10SM CLR 01/M01 A3017 RMK AO2 SLP220 T00111006
IOW,2017-04-01 06:55,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010655Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:00,-91.5445,41.6394,M,M,M,280.00,3.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010700Z AUTO 28003KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:05,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010705Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:10,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010710Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:15,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010715Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:20,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010720Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:25,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010725Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:30,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010730Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:35,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010735Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:40,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010740Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:45,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010745Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:50,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.17,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010750Z AUTO 00000KT 10SM CLR A3017 RMK MADISHF
IOW,2017-04-01 07:52,-91.5445,41.6394,36.00,33.10,89.09,0.00,0.00,0.00,30.18,1022.30,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010752Z AUTO 00000KT 10SM CLR 02/01 A3018 RMK AO2 SLP223 T00220006
IOW,2017-04-01 07:55,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010755Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:00,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010800Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:05,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010805Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:10,-91.5445,41.6394,M,M,M,270.00,3.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010810Z AUTO 27003KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:15,-91.5445,41.6394,M,M,M,280.00,3.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010815Z AUTO 28003KT 10SM CLR A3019 RMK MADISHF
IOW,2017-04-01 08:20,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010820Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
IOW,2017-04-01 08:25,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010825Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:30,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010830Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:35,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010835Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:40,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.18,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010840Z AUTO 00000KT 10SM CLR A3018 RMK MADISHF
IOW,2017-04-01 08:45,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010845Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
IOW,2017-04-01 08:50,-91.5445,41.6394,M,M,M,0.00,0.00,M,30.19,M,10.00,M,CLR,M,M,M,M,M,M,M,M,KIOW 010850Z AUTO 00000KT 10SM CLR A3019 RMK MADISHF
