#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-01 00:00:00+00:00 2017-04-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
PATQ,2017-04-01 00:50,-157.4357,70.4673,M,M,M,70.00,4.00,M,29.73,M,10.00,M,FEW,OVC,M,M,1300.00,8500.00,M,M,M,PATQ 010050Z AUTO 07004KT 10SM FEW013 OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 00:56,-157.4357,70.4673,-2.00,-8.00,74.93,70.00,4.00,0.00,29.73,1007.50,10.00,M,FEW,OVC,M,M,1300.00,8500.00,M,M,M,PATQ 010056Z AUTO 07004KT 10SM FEW013 OVC085 M19/M22 A2973 RMK AO2 SNE09 SLP075 P0000 T11891222 FZRANO TSNO
PATQ,2017-04-01 01:00,-157.4357,70.4673,M,M,M,60.00,4.00,M,29.73,M,10.00,M,FEW,OVC,M,M,1300.00,8500.00,M,M,M,PATQ 010100Z AUTO 06004KT 10SM FEW013 OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:05,-157.4357,70.4673,M,M,M,70.00,5.00,M,29.73,M,10.00,M,FEW,OVC,M,M,1300.00,8500.00,M,M,M,PATQ 010105Z AUTO 07005KT 10SM FEW013 OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:10,-157.4357,70.4673,M,M,M,70.00,5.00,M,29.73,M,10.00,M,FEW,OVC,M,M,1300.00,8500.00,M,M,M,PATQ 010110Z AUTO 07005KT 10SM FEW013 OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:15,-157.4357,70.4673,M,M,M,70.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010115Z AUTO 07004KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:20,-157.4357,70.4673,M,M,M,50.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010120Z AUTO 05004KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:25,-157.4357,70.4673,M,M,M,60.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010125Z AUTO 06004KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:30,-157.4357,70.4673,M,M,M,50.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010130Z AUTO 05004KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:35,-157.4357,70.4673,M,M,M,40.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010135Z AUTO 04004KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:40,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010140Z AUTO 05005KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:45,-157.4357,70.4673,M,M,M,60.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010145Z AUTO 06005KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:50,-157.4357,70.4673,M,M,M,60.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010150Z AUTO 06005KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:55,-157.4357,70.4673,M,M,M,70.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010155Z AUTO 07005KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 01:56,-157.4357,70.4673,-2.00,-7.10,78.29,70.00,4.00,0.00,29.73,1007.50,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010156Z AUTO 07004KT 10SM OVC085 M19/M22 A2973 RMK AO2 SLP075 T11891217 FZRANO TSNO
PATQ,2017-04-01 02:00,-157.4357,70.4673,M,M,M,60.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,PATQ 010200Z AUTO 06004KT 10SM OVC085 A2973 RMK MADISHF
PATQ,2017-04-01 02:05,-157.4357,70.4673,M,M,M,50.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010205Z AUTO 05004KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 02:10,-157.4357,70.4673,M,M,M,50.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010210Z AUTO 05004KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 02:15,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010215Z AUTO 05005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 02:20,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010220Z AUTO 05005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 02:25,-157.4357,70.4673,M,M,M,60.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010225Z AUTO 06005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 02:30,-157.4357,70.4673,M,M,M,60.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010230Z AUTO 06005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 02:35,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010235Z AUTO 05005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 02:40,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010240Z AUTO 04005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 02:45,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010245Z AUTO 04005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 02:50,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010250Z AUTO 04005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 02:55,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010255Z AUTO 04005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 02:56,-157.4357,70.4673,-2.90,-8.00,78.21,40.00,5.00,0.00,29.73,1007.40,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,PATQ 010256Z AUTO 04005KT 10SM BKN080 M19/M22 A2973 RMK AO2 SLP074 60000 T11941222 50000 FZRANO TSNO
PATQ,2017-04-01 03:00,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010300Z AUTO 04005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 03:05,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010305Z AUTO 04005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 03:10,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010310Z AUTO 05005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:15,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010315Z AUTO 05005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:20,-157.4357,70.4673,M,M,M,50.00,6.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010320Z AUTO 05006KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:25,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010325Z AUTO 05005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:35,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010335Z AUTO 04005KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:40,-157.4357,70.4673,M,M,M,40.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010340Z AUTO 04004KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:45,-157.4357,70.4673,M,M,M,50.00,4.00,M,29.73,M,10.00,M,OVC,M,M,M,7999.00,M,M,M,M,PATQ 010345Z AUTO 05004KT 10SM OVC079 A2973 RMK MADISHF
PATQ,2017-04-01 03:50,-157.4357,70.4673,M,M,M,50.00,4.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010350Z AUTO 05004KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 03:55,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010355Z AUTO 05005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 03:56,-157.4357,70.4673,-0.90,-8.00,71.14,50.00,5.00,0.00,29.73,1007.40,10.00,M,BKN,M,M,M,8000.00,M,M,M,M,PATQ 010356Z AUTO 05005KT 10SM BKN080 M18/M22 A2973 RMK AO2 SLP074 T11831222 FZRANO TSNO
PATQ,2017-04-01 04:00,-157.4357,70.4673,M,M,M,50.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010400Z AUTO 05005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 04:05,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,BKN,M,M,M,7999.00,M,M,M,M,PATQ 010405Z AUTO 04005KT 10SM BKN079 A2973 RMK MADISHF
PATQ,2017-04-01 04:10,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,SCT,M,M,M,7999.00,M,M,M,M,PATQ 010410Z AUTO 04005KT 10SM SCT079 A2973 RMK MADISHF
PATQ,2017-04-01 04:15,-157.4357,70.4673,M,M,M,40.00,5.00,M,29.73,M,10.00,M,FEW,M,M,M,7999.00,M,M,M,M,PATQ 010415Z AUTO 04005KT 10SM FEW079 A2973 RMK MADISHF
PATQ,2017-04-01 04:25,-157.4357,70.4673,M,M,M,20.00,4.00,M,29.73,M,10.00,M,FEW,M,M,M,7999.00,M,M,M,M,PATQ 010425Z AUTO 02004KT 10SM FEW079 A2973 RMK MADISHF
PATQ,2017-04-01 04:30,-157.4357,70.4673,M,M,M,10.00,4.00,M,29.73,M,10.00,M,FEW,M,M,M,7999.00,M,M,M,M,PATQ 010430Z AUTO 01004KT 10SM FEW079 A2973 RMK MADISHF
PATQ,2017-04-01 04:35,-157.4357,70.4673,M,M,M,30.00,4.00,M,29.73,M,10.00,M,FEW,M,M,M,7999.00,M,M,M,M,PATQ 010435Z AUTO 03004KT 10SM FEW079 A2973 RMK MADISHF
PATQ,2017-04-01 04:40,-157.4357,70.4673,M,M,M,360.00,3.00,M,29.73,M,9.00,M,FEW,M,M,M,7999.00,M,M,M,M,PATQ 010440Z AUTO 36003KT 9SM FEW079 A2973 RMK MADISHF
PATQ,2017-04-01 04:45,-157.4357,70.4673,M,M,M,10.00,4.00,M,29.73,M,9.00,M,FEW,M,M,M,7999.00,M,M,M,M,PATQ 010445Z AUTO 01004KT 9SM FEW079 A2973 RMK MADISHF
PATQ,2017-04-01 04:50,-157.4357,70.4673,M,M,M,10.00,4.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010450Z AUTO 01004KT 10SM CLR A2973 RMK MADISHF
PATQ,2017-04-01 04:55,-157.4357,70.4673,M,M,M,20.00,4.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010455Z AUTO 02004KT 10SM CLR A2973 RMK MADISHF
PATQ,2017-04-01 04:56,-157.4357,70.4673,-7.10,-11.90,78.97,30.00,5.00,0.00,29.73,1007.60,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010456Z AUTO 03005KT 10SM CLR M22/M24 A2973 RMK AO2 SLP076 T12171244 FZRANO TSNO
PATQ,2017-04-01 05:00,-157.4357,70.4673,M,M,M,30.00,5.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010500Z AUTO 03005KT 10SM CLR A2973 RMK MADISHF
PATQ,2017-04-01 05:05,-157.4357,70.4673,M,M,M,40.00,6.00,M,29.73,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010505Z AUTO 04006KT 10SM CLR A2973 RMK MADISHF
PATQ,2017-04-01 05:10,-157.4357,70.4673,M,M,M,50.00,6.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010510Z AUTO 05006KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:15,-157.4357,70.4673,M,M,M,50.00,6.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010515Z AUTO 05006KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:20,-157.4357,70.4673,M,M,M,40.00,6.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010520Z AUTO 04006KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:30,-157.4357,70.4673,M,M,M,60.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010530Z AUTO 06007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:35,-157.4357,70.4673,M,M,M,60.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010535Z AUTO 06007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:40,-157.4357,70.4673,M,M,M,60.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010540Z AUTO 06007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:45,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.74,M,7.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010545Z AUTO 06006KT 7SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:50,-157.4357,70.4673,M,M,M,60.00,8.00,M,29.74,M,7.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010550Z AUTO 06008KT 7SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 05:56,-157.4357,70.4673,-9.00,-13.00,82.02,60.00,7.00,0.00,29.74,1007.90,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010556Z AUTO 06007KT 10SM CLR M23/M25 A2974 RMK AO2 SLP079 60000 T12281250 11183 21228 53005 FZRANO TSNO
PATQ,2017-04-01 06:00,-157.4357,70.4673,M,M,M,50.00,6.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010600Z AUTO 05006KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 06:05,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010605Z AUTO 06006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 06:10,-157.4357,70.4673,M,M,M,60.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010610Z AUTO 06007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 06:15,-157.4357,70.4673,M,M,M,60.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010615Z AUTO 06007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 06:20,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010620Z AUTO 07007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 06:25,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010625Z AUTO 07007KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 06:35,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010635Z AUTO 07007KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 06:40,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010640Z AUTO 07007KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 06:50,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010650Z AUTO 07007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 06:55,-157.4357,70.4673,M,M,M,80.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010655Z AUTO 08007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 06:56,-157.4357,70.4673,-9.00,-13.00,82.02,80.00,7.00,0.00,29.74,1007.90,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010656Z AUTO 08007KT 10SM CLR M23/M25 A2974 RMK AO2 SLP079 T12281250 FZRANO TSNO
PATQ,2017-04-01 07:00,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010700Z AUTO 07007KT 10SM CLR A2974 RMK MADISHF
PATQ,2017-04-01 07:05,-157.4357,70.4673,M,M,M,M,M,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010705Z AUTO /////KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:10,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010710Z AUTO 07006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:25,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010725Z AUTO 06006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:30,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010730Z AUTO 06006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:35,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,9.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010735Z AUTO 06006KT 9SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:40,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,9.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010740Z AUTO 06006KT 9SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:45,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010745Z AUTO 06006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:50,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010750Z AUTO 06006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:55,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010755Z AUTO 06006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 07:56,-157.4357,70.4673,-9.90,-14.10,81.12,60.00,6.00,0.00,29.75,1008.10,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010756Z AUTO 06006KT 10SM CLR M23/M26 A2975 RMK AO2 SLP081 T12331256 FZRANO TSNO
PATQ,2017-04-01 08:00,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.75,M,9.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010800Z AUTO 06006KT 9SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:05,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.75,M,9.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010805Z AUTO 07006KT 9SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:15,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010815Z AUTO 07006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:20,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010820Z AUTO 07006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:30,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010830Z AUTO 07006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:35,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010835Z AUTO 07006KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:40,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.75,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010840Z AUTO 07007KT 10SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:45,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.75,M,7.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010845Z AUTO 07007KT 7SM CLR A2975 RMK MADISHF
PATQ,2017-04-01 08:50,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.76,M,7.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010850Z AUTO 06006KT 7SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 08:55,-157.4357,70.4673,M,M,M,60.00,6.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010855Z AUTO 06006KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 08:56,-157.4357,70.4673,-9.90,-14.10,81.12,60.00,6.00,0.00,29.76,1008.40,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010856Z AUTO 06006KT 10SM CLR M23/M26 A2976 RMK AO2 SLP084 T12331256 411831272 53004 FZRANO TSNO
PATQ,2017-04-01 09:00,-157.4357,70.4673,M,M,M,60.00,7.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010900Z AUTO 06007KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 09:05,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010905Z AUTO 07007KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 09:10,-157.4357,70.4673,M,M,M,70.00,7.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010910Z AUTO 07007KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 09:15,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010915Z AUTO 07006KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 09:20,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010920Z AUTO 07006KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 09:25,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010925Z AUTO 07006KT 10SM CLR A2976 RMK MADISHF
PATQ,2017-04-01 09:30,-157.4357,70.4673,M,M,M,70.00,6.00,M,29.76,M,10.00,M,CLR,M,M,M,M,M,M,M,M,PATQ 010930Z AUTO 07006KT 10SM CLR A2976 RMK MADISHF
