#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-01 00:00:00+00:00 2017-04-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
GON,2017-04-01 01:20,-72.0500,41.3300,M,M,M,80.00,18.00,0.03,29.91,M,6.00,M,FEW,BKN,OVC,M,999.00,1600.00,2200.00,M,-RA BR,KGON 010120Z AUTO 08018KT 6SM -RA BR FEW009 BKN016 OVC022 A2991 RMK P0003 MADISHF
GON,2017-04-01 01:25,-72.0500,41.3300,M,M,M,70.00,17.00,0.03,29.91,M,5.00,M,FEW,BKN,OVC,M,999.00,1400.00,1999.00,M,RA BR,KGON 010125Z AUTO 07017KT 5SM RA BR FEW009 BKN014 OVC019 A2991 RMK P0003 MADISHF
GON,2017-04-01 01:30,-72.0500,41.3300,M,M,M,80.00,23.00,0.04,29.91,M,5.00,M,BKN,OVC,M,M,1200.00,1999.00,M,M,RA BR,KGON 010130Z AUTO 08023KT 5SM RA BR BKN012 OVC019 A2991 RMK P0004 MADISHF
GON,2017-04-01 01:31,-72.0500,41.3300,37.00,33.10,85.64,80.00,22.00,0.04,29.91,M,5.00,32.00,BKN,OVC,M,M,1200.00,2000.00,M,M,RA BR,KGON 010131Z 08022G32KT 5SM RA BR BKN012 OVC020 03/01 A2991 RMK AO2 PK WND 07032/0130 P0004 T00280006
GON,2017-04-01 01:35,-72.0500,41.3300,M,M,M,80.00,15.00,0.05,29.90,M,5.00,21.00,BKN,OVC,M,M,1200.00,2200.00,M,M,RA BR,KGON 010135Z AUTO 08015G21KT 5SM RA BR BKN012 OVC022 A2990 RMK P0005 MADISHF
GON,2017-04-01 01:40,-72.0500,41.3300,M,M,M,80.00,17.00,0.06,29.90,M,6.00,M,FEW,BKN,OVC,M,999.00,1400.00,2200.00,M,-RA BR,KGON 010140Z AUTO 08017KT 6SM -RA BR FEW009 BKN014 OVC022 A2990 RMK P0006 MADISHF
GON,2017-04-01 01:45,-72.0500,41.3300,M,M,M,80.00,17.00,0.06,29.89,M,6.00,M,FEW,BKN,OVC,M,999.00,1400.00,1999.00,M,-RA BR,KGON 010145Z AUTO 08017KT 6SM -RA BR FEW009 BKN014 OVC019 A2989 RMK P0006 MADISHF
GON,2017-04-01 01:50,-72.0500,41.3300,M,M,M,80.00,19.00,0.06,29.89,M,6.00,M,BKN,OVC,M,M,1200.00,1999.00,M,M,-RA BR,KGON 010150Z AUTO 08019KT 6SM -RA BR BKN012 OVC019 A2989 RMK P0006 MADISHF
GON,2017-04-01 01:55,-72.0500,41.3300,M,M,M,80.00,19.00,0.07,29.89,M,6.00,M,BKN,OVC,M,M,1200.00,1999.00,M,M,-RA BR,KGON 010155Z AUTO 08019KT 6SM -RA BR BKN012 OVC019 A2989 RMK P0007 MADISHF
GON,2017-04-01 01:56,-72.0500,41.3300,37.00,33.10,85.64,80.00,20.00,0.07,29.89,1012.00,6.00,29.00,BKN,OVC,M,M,1200.00,2000.00,M,M,-RA BR,KGON 010156Z 08020G29KT 6SM -RA BR BKN012 OVC020 03/01 A2989 RMK AO2 PK WND 07032/0130 SLP120 P0007 T00280006
GON,2017-04-01 02:00,-72.0500,41.3300,M,M,M,80.00,20.00,M,29.88,M,6.00,M,BKN,OVC,M,M,1400.00,1999.00,M,M,-RA BR,KGON 010200Z AUTO 08020KT 6SM -RA BR BKN014 OVC019 A2988 RMK MADISHF
GON,2017-04-01 02:05,-72.0500,41.3300,M,M,M,70.00,17.00,0.01,29.88,M,6.00,M,OVC,M,M,M,1400.00,M,M,M,-RA BR,KGON 010205Z AUTO 07017KT 6SM -RA BR OVC014 A2988 RMK P0001 MADISHF
GON,2017-04-01 02:10,-72.0500,41.3300,M,M,M,70.00,19.00,0.01,29.87,M,5.00,M,BKN,OVC,M,M,1400.00,1999.00,M,M,-RA BR,KGON 010210Z AUTO 07019KT 5SM -RA BR BKN014 OVC019 A2987 RMK P0001 MADISHF
GON,2017-04-01 02:15,-72.0500,41.3300,M,M,M,80.00,18.00,0.02,29.88,M,4.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA BR,KGON 010215Z AUTO 08018KT 4SM -RA BR BKN012 OVC018 A2988 RMK P0002 MADISHF
GON,2017-04-01 02:20,-72.0500,41.3300,M,M,M,70.00,18.00,0.02,29.87,M,5.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010220Z AUTO 07018KT 5SM -RA BR OVC012 A2987 RMK P0002 MADISHF
GON,2017-04-01 02:25,-72.0500,41.3300,M,M,M,70.00,19.00,0.02,29.87,M,5.00,M,OVC,M,M,M,1300.00,M,M,M,-RA BR,KGON 010225Z AUTO 07019KT 5SM -RA BR OVC013 A2987 RMK P0002 MADISHF
GON,2017-04-01 02:30,-72.0500,41.3300,M,M,M,70.00,14.00,0.02,29.87,M,5.00,20.00,OVC,M,M,M,1300.00,M,M,M,-RA BR,KGON 010230Z AUTO 07014G20KT 5SM -RA BR OVC013 A2987 RMK P0002 MADISHF
GON,2017-04-01 02:35,-72.0500,41.3300,M,M,M,80.00,14.00,0.03,29.87,M,4.00,M,OVC,M,M,M,1300.00,M,M,M,-RA BR,KGON 010235Z AUTO 08014KT 4SM -RA BR OVC013 A2987 RMK P0003 MADISHF
GON,2017-04-01 02:40,-72.0500,41.3300,M,M,M,80.00,15.00,0.03,29.87,M,4.00,M,OVC,M,M,M,1200.00,M,M,M,RA BR,KGON 010240Z AUTO 08015KT 4SM RA BR OVC012 A2987 RMK P0003 MADISHF
GON,2017-04-01 02:45,-72.0500,41.3300,M,M,M,70.00,18.00,0.04,29.86,M,4.00,M,OVC,M,M,M,1200.00,M,M,M,RA BR,KGON 010245Z AUTO 07018KT 4SM RA BR OVC012 A2986 RMK P0004 MADISHF
GON,2017-04-01 02:50,-72.0500,41.3300,M,M,M,80.00,19.00,0.05,29.86,M,4.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010250Z AUTO 08019KT 4SM -RA BR OVC012 A2986 RMK P0005 MADISHF
GON,2017-04-01 02:55,-72.0500,41.3300,M,M,M,80.00,18.00,0.05,29.85,M,5.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010255Z AUTO 08018KT 5SM -RA BR OVC012 A2985 RMK P0005 MADISHF
GON,2017-04-01 02:56,-72.0500,41.3300,37.00,34.00,88.78,80.00,18.00,0.05,29.85,1010.60,5.00,27.00,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010256Z AUTO 08018G27KT 5SM -RA BR OVC012 03/01 A2985 RMK AO2 PK WND 09030/0211 PRESFR SLP106 P0005 60021 T00280011 58030
GON,2017-04-01 03:00,-72.0500,41.3300,M,M,M,80.00,17.00,M,29.84,M,4.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010300Z AUTO 08017KT 4SM -RA BR OVC012 A2984 RMK MADISHF
GON,2017-04-01 03:05,-72.0500,41.3300,M,M,M,70.00,19.00,0.01,29.85,M,4.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010305Z AUTO 07019KT 4SM -RA BR OVC012 A2985 RMK P0001 MADISHF
GON,2017-04-01 03:10,-72.0500,41.3300,M,M,M,70.00,17.00,0.02,29.85,M,4.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010310Z AUTO 07017KT 4SM -RA BR OVC012 A2985 RMK P0002 MADISHF
GON,2017-04-01 03:15,-72.0500,41.3300,M,M,M,60.00,18.00,0.03,29.83,M,3.50,M,OVC,M,M,M,1200.00,M,M,M,RA BR,KGON 010315Z AUTO 06018KT 3SM RA BR OVC012 A2983 RMK P0003 MADISHF
GON,2017-04-01 03:20,-72.0500,41.3300,M,M,M,70.00,21.00,0.04,29.82,M,3.50,M,BKN,OVC,M,M,1200.00,2200.00,M,M,RA BR,KGON 010320Z AUTO 07021KT 3SM RA BR BKN012 OVC022 A2982 RMK P0004 MADISHF
GON,2017-04-01 03:25,-72.0500,41.3300,M,M,M,70.00,19.00,0.05,29.82,M,4.00,M,BKN,OVC,M,M,1200.00,2200.00,M,M,RA BR,KGON 010325Z AUTO 07019KT 4SM RA BR BKN012 OVC022 A2982 RMK P0005 MADISHF
GON,2017-04-01 03:30,-72.0500,41.3300,M,M,M,70.00,18.00,0.05,29.81,M,5.00,24.00,BKN,OVC,M,M,999.00,1999.00,M,M,-RA BR,KGON 010330Z AUTO 07018G24KT 5SM -RA BR BKN009 OVC019 A2981 RMK P0005 MADISHF
GON,2017-04-01 03:35,-72.0500,41.3300,M,M,M,70.00,19.00,0.06,29.82,M,5.00,27.00,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA BR,KGON 010335Z AUTO 07019G27KT 5SM -RA BR BKN012 OVC018 A2982 RMK P0006 MADISHF
GON,2017-04-01 03:40,-72.0500,41.3300,M,M,M,80.00,19.00,0.07,29.81,M,4.00,M,BKN,BKN,OVC,M,1200.00,1800.00,2300.00,M,RA BR,KGON 010340Z AUTO 08019KT 4SM RA BR BKN012 BKN018 OVC023 A2981 RMK P0007 MADISHF
GON,2017-04-01 03:45,-72.0500,41.3300,M,M,M,70.00,17.00,0.09,29.81,M,2.50,M,BKN,BKN,OVC,M,1200.00,1699.00,2300.00,M,RA BR,KGON 010345Z AUTO 07017KT 2 1/2SM RA BR BKN012 BKN016 OVC023 A2981 RMK P0009 MADISHF
GON,2017-04-01 03:50,-72.0500,41.3300,M,M,M,70.00,18.00,0.10,29.80,M,2.00,M,BKN,BKN,OVC,M,1200.00,1699.00,2600.00,M,RA BR,KGON 010350Z AUTO 07018KT 2SM RA BR BKN012 BKN016 OVC026 A2980 RMK P0010 MADISHF
GON,2017-04-01 03:55,-72.0500,41.3300,M,M,M,70.00,17.00,0.11,29.81,M,2.50,M,BKN,BKN,OVC,M,1200.00,1600.00,2600.00,M,RA BR,KGON 010355Z AUTO 07017KT 2 1/2SM RA BR BKN012 BKN016 OVC026 A2981 RMK P0011 MADISHF
GON,2017-04-01 03:56,-72.0500,41.3300,37.00,35.10,92.76,70.00,17.00,0.12,29.81,1009.30,2.50,25.00,BKN,BKN,OVC,M,1100.00,1600.00,2600.00,M,RA BR,KGON 010356Z AUTO 07017G25KT 2 1/2SM RA BR BKN011 BKN016 OVC026 03/02 A2981 RMK AO2 PK WND 07030/0319 SLP093 P0012 T00280017
GON,2017-04-01 03:59,-72.0500,41.3300,37.00,35.10,92.76,70.00,19.00,0.00,29.80,M,3.00,29.00,SCT,BKN,OVC,M,1100.00,1600.00,2600.00,M,-RA BR,KGON 010359Z AUTO 07019G29KT 3SM -RA BR SCT011 BKN016 OVC026 03/02 A2980 RMK AO2 PK WND 07029/0359 P0000 T00280017
GON,2017-04-01 04:00,-72.0500,41.3300,M,M,M,80.00,20.00,M,29.81,M,3.00,M,SCT,BKN,OVC,M,1100.00,1600.00,2800.00,M,-RA BR,KGON 010400Z AUTO 08020KT 3SM -RA BR SCT011 BKN016 OVC028 A2981 RMK MADISHF
GON,2017-04-01 04:05,-72.0500,41.3300,M,M,M,70.00,18.00,0.01,29.82,M,3.00,M,FEW,BKN,OVC,M,900.00,1400.00,2800.00,M,-RA BR,KGON 010405Z AUTO 07018KT 3SM -RA BR FEW009 BKN014 OVC028 A2982 RMK P0001 MADISHF
GON,2017-04-01 04:10,-72.0500,41.3300,37.00,35.10,92.76,70.00,17.00,0.01,29.81,M,3.00,31.00,BKN,BKN,OVC,M,1100.00,1700.00,2600.00,M,-RA BR,KGON 010410Z AUTO 07017G31KT 3SM -RA BR BKN011 BKN017 OVC026 03/02 A2981 RMK AO2 PK WND 07031/0409 P0001 T00280017
GON,2017-04-01 04:15,-72.0500,41.3300,M,M,M,70.00,16.00,0.01,29.81,M,3.50,M,FEW,BKN,OVC,M,900.00,1500.00,2800.00,M,-RA BR,KGON 010415Z AUTO 07016KT 3SM -RA BR FEW009 BKN015 OVC028 A2981 RMK P0001 MADISHF
GON,2017-04-01 04:20,-72.0500,41.3300,M,M,M,70.00,15.00,0.01,29.81,M,4.00,M,BKN,OVC,M,M,1300.00,2600.00,M,M,-RA BR,KGON 010420Z AUTO 07015KT 4SM -RA BR BKN013 OVC026 A2981 RMK P0001 MADISHF
GON,2017-04-01 04:25,-72.0500,41.3300,M,M,M,80.00,18.00,0.02,29.81,M,5.00,M,BKN,BKN,OVC,M,1300.00,1800.00,2700.00,M,-RA BR,KGON 010425Z AUTO 08018KT 5SM -RA BR BKN013 BKN018 OVC027 A2981 RMK P0002 MADISHF
GON,2017-04-01 04:30,-72.0500,41.3300,M,M,M,80.00,17.00,0.03,29.80,M,3.50,25.00,SCT,BKN,OVC,M,999.00,1300.00,1999.00,M,-RA BR,KGON 010430Z AUTO 08017G25KT 3SM -RA BR SCT009 BKN013 OVC019 A2980 RMK P0003 MADISHF
GON,2017-04-01 04:35,-72.0500,41.3300,M,M,M,70.00,21.00,0.04,29.80,M,2.50,28.00,BKN,BKN,OVC,M,999.00,1400.00,1999.00,M,RA BR,KGON 010435Z AUTO 07021G28KT 2 1/2SM RA BR BKN009 BKN014 OVC019 A2980 RMK P0004 MADISHF
GON,2017-04-01 04:39,-72.0500,41.3300,37.00,34.00,88.78,70.00,22.00,0.04,29.79,M,2.50,29.00,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010439Z AUTO 07022G29KT 2 1/2SM -RA BR OVC012 03/01 A2979 RMK AO2 PK WND 07031/0409 P0004 T00280011
GON,2017-04-01 04:40,-72.0500,41.3300,M,M,M,M,M,0.04,29.78,M,2.50,M,SCT,OVC,M,M,900.00,1200.00,M,M,-RA BR,KGON 010440Z AUTO /////KT 2 1/2SM -RA BR SCT009 OVC012 A2978 RMK P0004 MADISHF
GON,2017-04-01 04:43,-72.0500,41.3300,37.00,34.00,88.78,70.00,20.00,0.04,29.78,M,3.00,30.00,FEW,OVC,M,M,800.00,1200.00,M,M,-RA BR,KGON 010443Z AUTO 07020G30KT 3SM -RA BR FEW008 OVC012 03/01 A2978 RMK AO2 PK WND 07031/0409 PRESFR P0004 T00280011
GON,2017-04-01 04:45,-72.0500,41.3300,M,M,M,70.00,18.00,0.05,29.79,M,3.00,M,OVC,M,M,M,1200.00,M,M,M,-RA BR,KGON 010445Z AUTO 07018KT 3SM -RA BR OVC012 A2979 RMK P0005 MADISHF
GON,2017-04-01 04:50,-72.0500,41.3300,M,M,M,70.00,18.00,0.05,29.78,M,3.00,M,BKN,OVC,M,M,999.00,1600.00,M,M,-RA BR,KGON 010450Z AUTO 07018KT 3SM -RA BR BKN009 OVC016 A2978 RMK P0005 MADISHF
GON,2017-04-01 04:55,-72.0500,41.3300,M,M,M,80.00,18.00,0.05,29.79,M,4.00,M,BKN,OVC,M,M,1200.00,1600.00,M,M,-RA BR,KGON 010455Z AUTO 08018KT 4SM -RA BR BKN012 OVC016 A2979 RMK P0005 MADISHF
GON,2017-04-01 04:56,-72.0500,41.3300,37.90,35.10,89.53,70.00,17.00,0.05,29.79,1008.60,4.00,25.00,SCT,BKN,OVC,M,1000.00,1600.00,2400.00,M,-RA BR,KGON 010456Z AUTO 07017G25KT 4SM -RA BR SCT010 BKN016 OVC024 03/02 A2979 RMK AO2 PK WND 07031/0409 SLP086 P0005 T00330017 400500028
GON,2017-04-01 05:00,-72.0500,41.3300,M,M,M,60.00,15.00,M,29.78,M,4.00,M,FEW,BKN,OVC,M,800.00,1300.00,1800.00,M,-RA BR,KGON 010500Z AUTO 06015KT 4SM -RA BR FEW008 BKN013 OVC018 A2978 RMK MADISHF
GON,2017-04-01 05:05,-72.0500,41.3300,37.90,35.10,89.53,70.00,17.00,0.00,29.77,M,5.00,26.00,FEW,OVC,M,M,800.00,1500.00,M,M,-RA BR,KGON 010505Z AUTO 07017G26KT 5SM -RA BR FEW008 OVC015 03/02 A2977 RMK AO2 P0000 T00330017
GON,2017-04-01 05:10,-72.0500,41.3300,M,M,M,70.00,20.00,M,29.77,M,6.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA BR,KGON 010510Z AUTO 07020KT 6SM -RA BR BKN012 OVC018 A2977 RMK MADISHF
GON,2017-04-01 05:12,-72.0500,41.3300,37.90,34.00,85.69,80.00,20.00,0.00,29.77,M,7.00,30.00,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA,KGON 010512Z AUTO 08020G30KT 7SM -RA BKN012 OVC018 03/01 A2977 RMK AO2 PK WND 07030/0510 P0000 T00330011
GON,2017-04-01 05:15,-72.0500,41.3300,M,M,M,70.00,16.00,M,29.77,M,8.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA,KGON 010515Z AUTO 07016KT 8SM -RA BKN012 OVC018 A2977 RMK MADISHF
GON,2017-04-01 05:20,-72.0500,41.3300,M,M,M,60.00,19.00,M,29.77,M,8.00,M,BKN,OVC,M,M,1200.00,1800.00,M,M,-RA,KGON 010520Z AUTO 06019KT 8SM -RA BKN012 OVC018 A2977 RMK MADISHF
GON,2017-04-01 05:25,-72.0500,41.3300,M,M,M,70.00,17.00,M,29.76,M,7.00,M,BKN,OVC,M,M,1200.00,1999.00,M,M,-RA,KGON 010525Z AUTO 07017KT 7SM -RA BKN012 OVC019 A2976 RMK MADISHF
GON,2017-04-01 05:30,-72.0500,41.3300,M,M,M,70.00,16.00,M,29.75,M,5.00,M,BKN,OVC,M,M,1200.00,1999.00,M,M,-RA BR,KGON 010530Z AUTO 07016KT 5SM -RA BR BKN012 OVC019 A2975 RMK MADISHF
GON,2017-04-01 05:35,-72.0500,41.3300,M,M,M,70.00,20.00,0.01,29.75,M,3.50,M,BKN,OVC,M,M,1400.00,2100.00,M,M,-RA BR,KGON 010535Z AUTO 07020KT 3SM -RA BR BKN014 OVC021 A2975 RMK P0001 MADISHF
GON,2017-04-01 05:40,-72.0500,41.3300,M,M,M,70.00,17.00,0.01,29.74,M,3.50,M,FEW,BKN,OVC,M,800.00,1400.00,2100.00,M,-RA BR,KGON 010540Z AUTO 07017KT 3SM -RA BR FEW008 BKN014 OVC021 A2974 RMK P0001 MADISHF
GON,2017-04-01 05:42,-72.0500,41.3300,37.90,35.10,89.53,80.00,15.00,0.01,29.75,M,4.00,27.00,FEW,BKN,OVC,M,800.00,1300.00,2100.00,M,-RA BR,KGON 010542Z AUTO 08015G27KT 4SM -RA BR FEW008 BKN013 OVC021 03/02 A2975 RMK AO2 PK WND 07030/0510 P0001 T00330017
GON,2017-04-01 05:45,-72.0500,41.3300,M,M,M,70.00,18.00,0.01,29.74,M,4.00,M,FEW,BKN,OVC,M,800.00,1300.00,2100.00,M,-RA BR,KGON 010545Z AUTO 07018KT 4SM -RA BR FEW008 BKN013 OVC021 A2974 RMK P0001 MADISHF
GON,2017-04-01 05:50,-72.0500,41.3300,M,M,M,70.00,14.00,0.01,29.74,M,5.00,M,BKN,OVC,M,M,1300.00,2100.00,M,M,-RA BR,KGON 010550Z AUTO 07014KT 5SM -RA BR BKN013 OVC021 A2974 RMK P0001 MADISHF
GON,2017-04-01 05:55,-72.0500,41.3300,M,M,M,70.00,17.00,0.01,29.74,M,4.00,M,BKN,OVC,M,M,1200.00,2100.00,M,M,-RA BR,KGON 010555Z AUTO 07017KT 4SM -RA BR BKN012 OVC021 A2974 RMK P0001 MADISHF
GON,2017-04-01 05:56,-72.0500,41.3300,37.90,35.10,89.53,70.00,18.00,0.01,29.73,1006.80,4.00,26.00,BKN,OVC,M,M,1200.00,2100.00,M,M,-RA BR,KGON 010556Z AUTO 07018G26KT 4SM -RA BR BKN012 OVC021 03/02 A2973 RMK AO2 PK WND 07030/0510 SLP068 P0001 60039 T00330017 10033 20028 58038
GON,2017-04-01 06:00,-72.0500,41.3300,M,M,M,60.00,19.00,0.01,29.73,M,3.50,M,BKN,OVC,M,M,1200.00,2100.00,M,M,-RA BR,KGON 010600Z AUTO 06019KT 3SM -RA BR BKN012 OVC021 A2973 RMK P0001 MADISHF
GON,2017-04-01 06:05,-72.0500,41.3300,M,M,M,M,M,0.01,29.72,M,4.00,M,BKN,OVC,M,M,1200.00,2100.00,M,M,-RA BR,KGON 010605Z AUTO /////KT 4SM -RA BR BKN012 OVC021 A2972 RMK P0001 MADISHF
GON,2017-04-01 06:10,-72.0500,41.3300,M,M,M,70.00,18.00,0.01,29.72,M,6.00,M,BKN,OVC,M,M,1200.00,1900.00,M,M,-RA BR,KGON 010610Z AUTO 07018KT 6SM -RA BR BKN012 OVC019 A2972 RMK P0001 MADISHF
GON,2017-04-01 06:15,-72.0500,41.3300,M,M,M,M,M,0.01,29.72,M,10.00,M,BKN,OVC,M,M,1200.00,1900.00,M,M,-RA,KGON 010615Z AUTO /////KT 10SM -RA BKN012 OVC019 A2972 RMK P0001 MADISHF
GON,2017-04-01 06:20,-72.0500,41.3300,M,M,M,60.00,21.00,0.01,29.72,M,10.00,M,OVC,M,M,M,1500.00,M,M,M,-RA,KGON 010620Z AUTO 06021KT 10SM -RA OVC015 A2972 RMK P0001 MADISHF
GON,2017-04-01 06:24,-72.0500,41.3300,37.90,35.10,89.53,60.00,21.00,0.01,29.72,M,10.00,28.00,OVC,M,M,M,1500.00,M,M,M,M,KGON 010624Z AUTO 06021G28KT 10SM OVC015 03/02 A2972 RMK AO2 PK WND 06029/0602 RAE21 P0001 T00330017
GON,2017-04-01 06:25,-72.0500,41.3300,M,M,M,60.00,18.00,0.01,29.72,M,10.00,M,OVC,M,M,M,1500.00,M,M,M,M,KGON 010625Z AUTO 06018KT 10SM OVC015 A2972 RMK P0001 MADISHF
GON,2017-04-01 06:30,-72.0500,41.3300,M,M,M,60.00,19.00,0.01,29.72,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGON 010630Z AUTO 06019KT 10SM OVC016 A2972 RMK P0001 MADISHF
GON,2017-04-01 06:35,-72.0500,41.3300,M,M,M,70.00,18.00,0.01,29.71,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,M,KGON 010635Z AUTO 07018KT 10SM OVC016 A2971 RMK P0001 MADISHF
GON,2017-04-01 06:40,-72.0500,41.3300,M,M,M,60.00,22.00,0.01,29.71,M,10.00,M,OVC,M,M,M,1600.00,M,M,M,-RA,KGON 010640Z AUTO 06022KT 10SM -RA OVC016 A2971 RMK P0001 MADISHF
