#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2017-04-01 00:00:00+00:00 2017-04-02 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf, dwpf, relh, drct, sknt, p01i, alti, mslp, vsby, gust, skyc1, skyc2, skyc3, skyc4, skyl1, skyl2, skyl3, skyl4, presentwx, metar
AFN,2017-04-01 02:32,-72.0030,42.8051,30.00,28.00,92.15,M,4.00,0.06,29.94,M,0.75,M,VV ,M,M,M,800.00,M,M,M,-SN BR,KAFN 010232Z AUTO VRB04KT 3/4SM -SN BR VV008 M01/M02 A2994 RMK AO2 UPE12SNB12 P0006 T10111022
AFN,2017-04-01 02:35,-72.0030,42.8051,M,M,M,30.00,4.00,0.07,29.94,M,0.75,M,VV ,M,M,M,800.00,M,M,M,-SN BR,KAFN 010235Z AUTO 03004KT 1SM -SN BR VV008 A2994 RMK P0007 VRB04KT  MADISHF
AFN,2017-04-01 02:45,-72.0030,42.8051,M,M,M,60.00,3.00,0.08,29.95,M,0.75,M,VV ,M,M,M,700.00,M,M,M,-SN BR,KAFN 010245Z AUTO 06003KT 1SM -SN BR VV007 A2995 RMK P0008 VRB03KT  MADISHF
AFN,2017-04-01 02:50,-72.0030,42.8051,M,M,M,30.00,3.00,0.09,29.94,M,1.00,M,VV ,M,M,M,800.00,M,M,M,-SN BR,KAFN 010250Z AUTO 03003KT 1SM -SN BR VV008 A2994 RMK P0009 VRB03KT  MADISHF
AFN,2017-04-01 02:52,-72.0030,42.8051,30.00,28.00,92.15,30.00,5.00,0.09,29.94,1015.40,1.00,M,VV ,M,M,M,800.00,M,M,M,-SN BR,KAFN 010252Z AUTO 03005KT 1SM -SN BR VV008 M01/M02 A2994 RMK AO2 UPE12SNB12 SLP154 P0009 60028 T10111022 58018
AFN,2017-04-01 02:55,-72.0030,42.8051,M,M,M,10.00,3.00,M,29.93,M,1.00,M,BKN,OVC,M,M,800.00,1300.00,M,M,-SN BR,KAFN 010255Z AUTO 01003KT 1SM -SN BR BKN008 OVC013 A2993 RMK VRB03KT  MADISHF
AFN,2017-04-01 03:00,-72.0030,42.8051,M,M,M,20.00,4.00,0.01,29.94,M,1.00,M,BKN,OVC,M,M,999.00,1500.00,M,M,-SN BR,KAFN 010300Z AUTO 02004KT 1SM -SN BR BKN009 OVC015 A2994 RMK P0001 VRB04KT  MADISHF
AFN,2017-04-01 03:04,-72.0030,42.8051,30.00,28.00,92.15,M,4.00,0.02,29.94,M,1.25,M,BKN,OVC,M,M,1000.00,1500.00,M,M,-SN BR,KAFN 010304Z AUTO VRB04KT 1 1/4SM -SN BR BKN010 OVC015 M01/M02 A2994 RMK AO2 P0002 T10111022
AFN,2017-04-01 03:05,-72.0030,42.8051,M,M,M,30.00,4.00,0.02,29.93,M,1.25,M,BKN,OVC,M,M,999.00,1500.00,M,M,-SN BR,KAFN 010305Z AUTO 03004KT 1 1/2SM -SN BR BKN009 OVC015 A2993 RMK P0002 VRB04KT  MADISHF
AFN,2017-04-01 03:10,-72.0030,42.8051,M,M,M,30.00,4.00,0.03,29.93,M,1.25,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010310Z AUTO 03004KT 1 1/2SM -SN BR OVC009 A2993 RMK P0003 VRB04KT  MADISHF
AFN,2017-04-01 03:20,-72.0030,42.8051,M,M,M,20.00,4.00,0.04,29.93,M,1.25,M,BKN,OVC,M,M,999.00,1500.00,M,M,-SN BR,KAFN 010320Z AUTO 02004KT 1 1/2SM -SN BR BKN009 OVC015 A2993 RMK P0004 VRB04KT  MADISHF
AFN,2017-04-01 03:25,-72.0030,42.8051,M,M,M,40.00,4.00,0.05,29.93,M,1.25,M,SCT,OVC,M,M,800.00,1200.00,M,M,-SN BR,KAFN 010325Z AUTO 04004KT 1 1/2SM -SN BR SCT008 OVC012 A2993 RMK P0005 VRB04KT  MADISHF
AFN,2017-04-01 03:30,-72.0030,42.8051,M,M,M,M,M,0.06,29.92,M,1.25,M,OVC,M,M,M,999.00,M,M,M,UP BR,KAFN 010330Z AUTO /////KT 1 1/2SM UP BR OVC009 A2992 RMK P0006 MADISHF
AFN,2017-04-01 03:35,-72.0030,42.8051,M,M,M,30.00,4.00,0.07,29.92,M,1.25,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010335Z AUTO 03004KT 1 1/2SM -SN BR OVC009 A2992 RMK P0007 VRB04KT  MADISHF
AFN,2017-04-01 03:40,-72.0030,42.8051,M,M,M,50.00,6.00,0.07,29.91,M,1.25,M,SCT,OVC,M,M,700.00,999.00,M,M,-SN BR,KAFN 010340Z AUTO 05006KT 1 1/2SM -SN BR SCT007 OVC009 A2991 RMK P0007 VRB06KT  MADISHF
AFN,2017-04-01 03:41,-72.0030,42.8051,30.00,28.00,92.15,M,5.00,0.07,29.91,M,1.00,M,SCT,OVC,M,M,700.00,1000.00,M,M,-SN BR,KAFN 010341Z AUTO VRB05KT 1SM -SN BR SCT007 OVC010 M01/M02 A2991 RMK AO2 UPB28E34SNE28B34 P0007 T10111022
AFN,2017-04-01 03:45,-72.0030,42.8051,M,M,M,30.00,5.00,0.08,29.91,M,1.00,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010345Z AUTO 03005KT 1SM -SN BR OVC009 A2991 RMK P0008 VRB05KT  MADISHF
AFN,2017-04-01 03:50,-72.0030,42.8051,M,M,M,40.00,5.00,0.09,29.91,M,1.00,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010350Z AUTO 04005KT 1SM -SN BR OVC009 A2991 RMK P0009 VRB05KT  MADISHF
AFN,2017-04-01 03:52,-72.0030,42.8051,30.00,28.00,92.15,M,4.00,0.09,29.91,1014.40,1.00,M,OVC,M,M,M,1000.00,M,M,M,-SN BR,KAFN 010352Z AUTO VRB04KT 1SM -SN BR OVC010 M01/M02 A2991 RMK AO2 UPB28E34SNE28B34 SLP144 P0009 T10111022
AFN,2017-04-01 03:55,-72.0030,42.8051,M,M,M,M,M,M,29.90,M,1.25,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010355Z AUTO /////KT 1 1/2SM -SN BR OVC009 A2990 RMK MADISHF
AFN,2017-04-01 04:00,-72.0030,42.8051,30.90,28.00,88.84,M,5.00,0.01,29.90,M,1.25,M,OVC,M,M,M,1000.00,M,M,M,-SN BR,KAFN 010400Z AUTO VRB05KT 1 1/4SM -SN BR OVC010 M01/M02 A2990 RMK AO2 P0001 T10061022
AFN,2017-04-01 04:04,-72.0030,42.8051,30.90,28.00,88.84,M,6.00,0.01,29.90,M,1.00,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010404Z AUTO VRB06KT 1SM -SN BR OVC009 M01/M02 A2990 RMK AO2 P0001 T10061022
AFN,2017-04-01 04:10,-72.0030,42.8051,M,M,M,30.00,3.00,0.02,29.91,M,1.00,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010410Z AUTO 03003KT 1SM -SN BR OVC009 A2991 RMK P0002 VRB03KT  MADISHF
AFN,2017-04-01 04:15,-72.0030,42.8051,M,M,M,50.00,6.00,0.03,29.90,M,1.00,M,OVC,M,M,M,800.00,M,M,M,-SN BR,KAFN 010415Z AUTO 05006KT 1SM -SN BR OVC008 A2990 RMK P0003 VRB06KT  MADISHF
AFN,2017-04-01 04:20,-72.0030,42.8051,M,M,M,70.00,4.00,0.03,29.90,M,1.25,M,OVC,M,M,M,800.00,M,M,M,-SN BR,KAFN 010420Z AUTO 07004KT 1 1/2SM -SN BR OVC008 A2990 RMK P0003 VRB04KT  MADISHF
AFN,2017-04-01 04:24,-72.0030,42.8051,30.90,28.00,88.84,M,4.00,0.03,29.90,M,1.25,M,BKN,OVC,M,M,800.00,1100.00,M,M,-SN BR,KAFN 010424Z AUTO VRB04KT 1 1/4SM -SN BR BKN008 OVC011 M01/M02 A2990 RMK AO2 P0003 T10061022
AFN,2017-04-01 04:30,-72.0030,42.8051,M,M,M,60.00,3.00,0.04,29.90,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010430Z AUTO 06003KT 1 1/2SM -SN BR OVC009 A2990 RMK P0004 VRB03KT  MADISHF
AFN,2017-04-01 04:35,-72.0030,42.8051,M,M,M,50.00,5.00,0.05,29.89,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010435Z AUTO 05005KT 1 1/2SM -SN BR OVC009 A2989 RMK P0005 VRB05KT  MADISHF
AFN,2017-04-01 04:40,-72.0030,42.8051,M,M,M,M,M,0.05,29.89,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010440Z AUTO /////KT 1 1/2SM -SN BR OVC009 A2989 RMK P0005 MADISHF
AFN,2017-04-01 04:50,-72.0030,42.8051,M,M,M,30.00,6.00,0.06,29.89,M,1.25,M,SCT,OVC,M,M,900.00,1200.00,M,M,-SN BR,KAFN 010450Z AUTO 03006KT 1 1/2SM -SN BR SCT009 OVC012 A2989 RMK P0006 VRB06KT  MADISHF
AFN,2017-04-01 04:52,-72.0030,42.8051,30.90,28.00,88.84,M,6.00,0.06,29.89,1013.70,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010452Z AUTO VRB06KT 1 1/4SM -SN BR OVC009 M01/M02 A2989 RMK AO2 SLP137 P0006 T10061022 400171011
AFN,2017-04-01 04:55,-72.0030,42.8051,M,M,M,30.00,4.00,0.01,29.88,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010455Z AUTO 03004KT 1 1/2SM -SN BR OVC009 A2988 RMK P0001 VRB04KT  MADISHF
AFN,2017-04-01 05:00,-72.0030,42.8051,M,M,M,40.00,3.00,0.02,29.88,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010500Z AUTO 04003KT 1 1/2SM -SN BR OVC009 A2988 RMK P0002 VRB03KT  MADISHF
AFN,2017-04-01 05:05,-72.0030,42.8051,M,M,M,0.00,0.00,0.02,29.88,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010505Z AUTO 00000KT 1 1/2SM -SN BR OVC009 A2988 RMK P0002 MADISHF
AFN,2017-04-01 05:10,-72.0030,42.8051,M,M,M,M,M,0.03,29.88,M,1.25,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010510Z AUTO /////KT 1 1/2SM -SN BR OVC009 A2988 RMK P0003 MADISHF
AFN,2017-04-01 05:15,-72.0030,42.8051,30.90,28.90,92.18,M,5.00,0.03,29.87,M,1.00,M,OVC,M,M,M,1000.00,M,M,M,-SN BR,KAFN 010515Z AUTO VRB05KT 1SM -SN BR OVC010 M01/M02 A2987 RMK AO2 P0003 T10061017
AFN,2017-04-01 05:20,-72.0030,42.8051,M,M,M,40.00,5.00,0.04,29.87,M,1.00,M,OVC,M,M,M,999.00,M,M,M,-SN BR,KAFN 010520Z AUTO 04005KT 1SM -SN BR OVC009 A2987 RMK P0004 VRB05KT  MADISHF
AFN,2017-04-01 05:25,-72.0030,42.8051,M,M,M,40.00,4.00,0.04,29.87,M,1.00,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010525Z AUTO 04004KT 1SM -SN BR OVC009 A2987 RMK P0004 VRB04KT  MADISHF
AFN,2017-04-01 05:30,-72.0030,42.8051,30.90,28.90,92.18,M,5.00,0.05,29.87,M,1.00,M,VV ,M,M,M,900.00,M,M,M,-SN BR,KAFN 010530Z AUTO VRB05KT 1SM -SN BR VV009 M01/M02 A2987 RMK AO2 P0005 T10061017
AFN,2017-04-01 05:40,-72.0030,42.8051,M,M,M,40.00,4.00,0.07,29.87,M,1.25,M,OVC,M,M,M,900.00,M,M,M,-SN BR,KAFN 010540Z AUTO 04004KT 1 1/2SM -SN BR OVC009 A2987 RMK P0007 VRB04KT  MADISHF
AFN,2017-04-01 05:41,-72.0030,42.8051,30.90,28.90,92.18,M,3.00,0.07,29.86,M,1.25,M,SCT,OVC,M,M,700.00,1100.00,M,M,-SN BR,KAFN 010541Z AUTO VRB03KT 1 1/4SM -SN BR SCT007 OVC011 M01/M02 A2986 RMK AO2 P0007 T10061017
AFN,2017-04-01 05:45,-72.0030,42.8051,M,M,M,M,M,0.07,29.86,M,1.25,M,OVC,M,M,M,1100.00,M,M,M,-SN BR,KAFN 010545Z AUTO /////KT 1 1/2SM -SN BR OVC011 A2986 RMK P0007 MADISHF
AFN,2017-04-01 05:50,-72.0030,42.8051,M,M,M,M,M,0.08,29.86,M,1.25,M,OVC,M,M,M,1100.00,M,M,M,-SN BR,KAFN 010550Z AUTO /////KT 1 1/2SM -SN BR OVC011 A2986 RMK P0008 MADISHF
AFN,2017-04-01 05:52,-72.0030,42.8051,30.90,28.90,92.18,M,M,0.08,29.86,1012.70,1.25,M,SCT,OVC,M,M,700.00,1100.00,M,M,-SN BR,KAFN 010552Z AUTO 1 1/4SM -SN BR SCT007 OVC011 M01/M02 A2986 RMK AO2 SLP127 P0008 60051 T10061017 11006 21011 56026
AFN,2017-04-01 05:55,-72.0030,42.8051,M,M,M,40.00,4.00,0.01,29.85,M,1.25,M,FEW,OVC,M,M,700.00,1100.00,M,M,UP BR,KAFN 010555Z AUTO 04004KT 1 1/2SM UP BR FEW007 OVC011 A2985 RMK P0001 VRB04KT  MADISHF
AFN,2017-04-01 06:00,-72.0030,42.8051,M,M,M,40.00,7.00,0.01,29.85,M,1.25,M,OVC,M,M,M,1300.00,M,M,M,-SN BR,KAFN 010600Z AUTO 04007KT 1 1/2SM -SN BR OVC013 A2985 RMK P0001 WND 36V08  MADISHF
AFN,2017-04-01 06:05,-72.0030,42.8051,M,M,M,40.00,5.00,0.02,29.84,M,1.25,M,BKN,OVC,M,M,1100.00,1400.00,M,M,-SN BR,KAFN 010605Z AUTO 04005KT 1 1/2SM -SN BR BKN011 OVC014 A2984 RMK P0002 VRB05KT  MADISHF
AFN,2017-04-01 06:15,-72.0030,42.8051,M,M,M,40.00,7.00,0.04,29.85,M,1.50,M,BKN,OVC,M,M,999.00,1400.00,M,M,UP BR,KAFN 010615Z AUTO 04007KT 1 1/2SM UP BR BKN009 OVC014 A2985 RMK P0004 WND 01V07  MADISHF
AFN,2017-04-01 06:19,-72.0030,42.8051,32.00,28.90,88.17,M,5.00,0.04,29.85,M,1.50,M,BKN,OVC,M,M,1000.00,1400.00,M,M,-SN BR,KAFN 010619Z AUTO VRB05KT 1 1/2SM -SN BR BKN010 OVC014 00/M02 A2985 RMK AO2 UPB0555E18SNE0555B0557E06B18 P0004 T00001017
